5,6
2,2
3,3
1,2
1,1
2,2
2,2
1,1
1,1
3,2
1,1
1,1
2,1
3,4
2,2
2,2
2,1
23,30
5,6
8,7
3,3
28,39
1,1
1,1
4,8
3,9
1,2
10,6
8,8
7,14
5,3
4,3
1,1
2,2
3,3
11,5
1,1
3,1
21,24
25,16
1,2
2,2
7,5
1,1
1,1
2,1
1,1
6,9
19,4
0,0
6,8
8,16
4,4
11,6
1,2
2,3
2,2
4,2
3,7
4,5
1,1
1,1
1,1
6,3
1,1
1,1
3,7
7,1
1,2
1,1
6,7
5,6
2,1
3,3
28,34
1,3
1,1
2,0
12,11
3,3
5,9
10,6
1,1
9,8
9,8
6,4
3,1
2,2
3,2
6,21
11,8
5,2
12,13
0,2
2,2
3,3
5,1
2,7
2,2
5,4
12,3
2,2
7,9
4,7
1,1
1,1
1,1
3,3
2,2
2,4
4,6
11,7
1,3
4,9
1,1
2,2
7,5
1,1
2,1
1,1
2,2
24,12
2,1
10,3
1,1
1,1
2,1
7,8
8,12
2,1
13,29
3,1
2,8
1,1
0,1
3,1
0,1
0,3
2,3
1,1
19,7
10,16
14,23
1,1
1,2
1,2
1,6
4,4
5,3
2,1
8,6
12,17
1,1
2,3
6,9
1,1
12,10
6,6
2,2
13,7
0,1
1,1
12,10
2,2
1,1
1,1
3,2
5,3
4,3
4,3
15,4
2,2
1,1
3,3
2,4
3,2
0,1
2,1
1,1
19,12
1,1
1,3
1,1
2,4
2,1
4,2
2,0
1,2
1,0
18,18
17,11
12,8
1,1
1,2
2,5
3,2
4,2
3,3
3,4
4,2
1,1
0,1
1,0
3,9
3,2
1,0
0,1
3,1
1,0
1,1
1,2
4,4
0,1
1,1
1,8
8,8
1,2
3,3
2,2
1,0
4,2
1,1
1,1
1,6
2,2
1,2
0,1
0,3
1,1
5,18
2,4
1,2
14,13
2,2
5,3
2,2
4,4
1,2
0,1
3,1
1,1
16,19
11,6
3,1
1,1
8,3
2,2
2,1
12,18
3,5
0,2
18,33
1,1
2,6
2,1
0,1
1,3
1,0
9,6
5,10
6,6
1,0
2,1
2,2
2,1
3,5
1,2
12,12
3,5
1,1
3,9
1,1
1,2
1,3
1,2
1,1
2,1
17,21
0,1
5,3
1,0
2,5
8,3
8,4
2,3
8,7
4,14
2,2
8,4
1,1
2,2
1,0
15,27
10,6
2,2
2,1
15,16
3,1
9,6
4,5
6,36
19,19
1,2
35,16
13,10
9,12
2,2
2,2
2,1
1,2
15,13
1,1
1,0
1,1
2,2
1,1
1,1
1,3
3,1
1,1
3,2
2,2
4,2
1,1
2,1
1,0
3,1
1,1
1,0
1,1
2,2
1,1
2,1
7,7
5,6
9,8
2,2
6,6
7,16
5,4
2,1
2,1
9,19
1,1
2,3
7,8
20,25
3,1
2,4
2,3
3,7
1,1
5,8
1,0
1,1
2,3
28,10
4,9
2,3
9,8
30,28
4,4
0,1
1,1
3,18
1,0
15,9
7,7
3,3
3,2
17,7
3,1
1,4
2,2
1,1
7,4
2,1
1,3
3,6
1,0
0,2
3,7
1,1
1,2
2,3
3,2
5,3
5,4
6,3
2,2
3,5
3,1
7,10
1,3
1,1
2,4
7,3
14,15
4,1
7,10
3,7
14,10
1,3
3,5
8,12
1,1
1,2
2,2
2,2
8,9
1,1
15,8
1,2
2,2
15,8
16,14
6,30
1,1
1,1
4,4
2,3
2,3
1,1
3,2
7,4
1,6
1,1
1,1
2,1
8,4
0,1
5,3
1,1
2,2
1,2
21,15
4,4
1,2
1,1
7,2
3,4
12,17
0,1
1,1
1,2
2,1
2,5
16,14
3,2
15,9
35,27
1,2
1,0
2,2
1,1
11,11
1,1
1,2
3,5
29,28
0,3
2,1
2,2
2,2
1,0
4,2
4,4
4,4
2,2
3,4
5,3
2,2
2,2
7,6
1,2
3,1
5,2
10,19
42,45
3,4
1,1
4,6
1,1
4,3
6,4
0,1
1,1
4,2
1,0
4,3
2,4
3,11
9,4
25,12
2,2
1,2
11,26
1,7
2,4
3,3
1,2
1,1
8,8
2,2
10,15
5,5
9,7
7,8
2,2
0,1
4,7
1,1
1,1
1,2
7,11
4,3
1,1
14,22
1,1
3,10
0,1
4,2
2,3
3,3
1,2
1,1
8,8
22,12
0,1
1,1
2,1
1,3
3,3
1,2
1,1
9,16
1,1
3,11
15,18
2,2
1,4
2,2
3,3
2,2
13,4
3,2
4,2
1,1
25,23
7,9
2,2
1,3
3,5
29,15
1,1
2,7
4,4
1,8
1,2
1,0
2,2
1,3
3,7
3,4
2,2
2,2
1,1
1,2
1,0
3,3
6,3
1,5
0,1
24,34
1,1
7,5
1,1
9,3
1,1
1,1
4,9
0,1
9,8
6,3
8,8
1,1
2,2
1,1
1,3
29,7
2,2
3,7
1,1
2,2
1,1
1,1
3,1
4,6
1,1
23,9
1,1
3,5
23,38
3,5
10,12
1,1
5,5
1,1
6,5
3,7
1,2
4,5
17,14
1,2
2,2
3,3
4,2
27,12
13,13
1,1
18,34
15,5
0,1
1,0
3,9
2,4
12,11
6,15
1,4
30,37
6,4
1,1
2,1
10,18
1,1
2,4
1,4
2,2
7,6
3,2
38,28
2,3
4,28
1,1
2,2
1,2
12,13
14,11
11,8
17,15
0,0
1,1
4,8
4,2
6,5
2,4
1,1
2,1
6,2
1,1
12,7
2,1
1,2
0,0
11,8
4,1
1,1
3,3
4,4
9,8
7,9
1,1
2,2
22,6
2,2
1,1
1,1
2,2
6,11
1,4
4,16
1,2
13,11
2,1
36,32
1,2
23,11
0,0
1,4
2,2
2,2
1,2
3,2
5,8
2,0
0,2
2,2
10,8
0,2
2,2
4,3
2,8
7,11
36,18
3,2
2,5
1,1
3,3
5,4
1,1
20,13
2,2
20,23
0,2
1,1
1,1
1,2
7,19
4,3
1,1
3,4
5,11
1,1
1,6
8,6
34,38
8,7
7,3
8,13
10,9
1,1
6,9
5,25
14,7
16,11
0,0
4,3
6,1
3,3
5,4
1,1
1,1
2,3
2,3
1,1
11,15
1,1
1,1
10,10
23,26
26,32
2,2
2,2
11,19
3,3
40,18
31,8
0,0
1,1
1,1
1,2
2,2
4,12
4,2
1,1
0,0
1,1
2,3
3,2
1,2
3,1
1,1
1,1
1,0
5,3
6,5
10,7
3,0
4,3
4,4
1,4
1,2
0,1
2,3
4,2
13,10
3,4
2,3
8,5
1,1
1,2
0,2
2,3
1,0
1,1
1,0
3,5
5,3
18,29
4,3
2,2
28,31
2,2
1,2
13,16
12,7
6,5
1,1
1,2
2,2
23,42
1,0
21,9
11,4
1,3
1,1
1,2
2,2
1,1
2,4
9,10
3,8
0,1
1,1
1,2
1,1
1,2
2,1
0,1
2,2
2,1
1,2
12,2
1,3
1,2
8,7
1,1
2,1
1,1
2,1
1,1
22,16
1,1
8,8
15,8
4,7
5,10
4,2
5,5
6,4
22,26
4,5
6,3
11,8
4,4
1,1
1,1
6,10
7,17
3,3
1,0
2,2
14,25
11,9
32,15
7,4
7,3
1,1
4,6
28,26
1,0
0,1
2,9
1,2
9,14
1,2
3,7
2,3
7,4
1,2
1,0
0,1
2,5
1,1
3,17
1,2
1,1
3,4
1,2
3,2
1,1
1,2
9,12
28,33
16,4
6,3
4,9
1,2
2,1
0,2
0,1
1,2
2,1
4,2
11,9
2,1
1,1
6,4
1,1
12,11
1,1
3,1
10,8
6,3
0,1
2,2
2,3
10,8
4,2
3,4
0,1
2,2
5,4
32,20
3,6
2,1
1,1
9,16
6,9
1,1
4,2
8,15
2,3
3,3
5,7
3,4
3,3
2,2
7,7
7,3
6,4
8,6
1,1
1,1
2,4
2,4
10,4
2,3
1,1
2,2
4,6
1,6
3,3
1,1
3,5
3,2
3,2
1,1
5,6
6,5
18,15
4,4
8,6
2,1
0,2
2,2
11,11
2,2
3,1
4,4
7,15
1,1
1,1
1,1
5,1
1,3
13,6
2,2
2,0
9,2
1,1
2,4
20,35
1,1
1,1
2,1
9,5
2,0
15,19
5,8
2,2
1,2
2,0
6,2
1,1
27,16
2,3
1,1
3,3
3,2
0,1
3,2
21,34
16,10
4,3
9,9
1,1
6,3
3,5
4,2
13,7
1,1
3,7
9,9
1,1
2,1
0,1
4,3
1,7
1,1
1,2
1,1
10,14
2,2
3,1
13,9
3,3
2,2
1,1
2,2
7,1
4,1
1,1
2,2
3,1
3,4
10,7
2,2
0,1
9,15
13,13
2,2
6,25
2,2
1,3
1,1
5,4
0,1
8,13
1,1
11,3
0,1
0,0
13,7
25,17
10,12
2,2
6,15
2,1
6,16
2,4
2,2
1,1
13,3
2,2
1,1
4,14
14,12
1,3
2,2
31,38
1,1
2,1
2,2
2,6
1,2
1,4
2,2
2,2
1,2
3,1
6,2
2,9
1,1
7,6
1,5
5,3
1,1
2,1
14,24
1,0
2,3
13,18
5,4
3,2
1,0
1,1
4,8
3,2
1,1
5,6
4,4
1,1
3,2
9,11
35,40
1,1
38,13
4,1
31,10
5,2
0,1
22,7
1,2
1,1
1,1
2,1
1,1
9,12
3,10
4,3
6,7
40,29
1,3
28,12
1,1
0,2
23,18
1,1
2,1
1,1
4,4
6,1
4,4
3,2
1,1
4,4
1,1
1,3
1,1
3,1
1,1
1,1
1,2
1,1
2,2
1,5
7,1
1,3
4,3
3,14
1,1
3,7
0,1
3,6
2,0
3,2
16,19
12,6
1,10
2,2
3,6
1,1
4,5
5,4
5,5
1,1
5,6
1,1
1,2
2,4
1,2
1,1
1,1
18,22
1,2
2,4
4,2
1,1
1,2
3,1
1,1
2,3
2,2
1,1
3,3
1,0
15,24
13,10
2,3
1,2
2,2
3,2
7,2
2,2
7,5
5,4
1,1
30,12
3,3
1,1
1,2
6,23
5,8
37,35
1,1
3,2
1,1
5,4
1,1
1,3
5,6
5,3
2,2
1,1
2,4
2,2
1,0
1,1
1,2
2,2
4,2
12,12
2,4
10,24
11,8
1,1
4,2
1,4
2,3
1,1
2,0
1,0
1,1
13,12
3,1
2,2
1,4
4,4
1,3
0,2
28,17
0,1
7,25
3,19
6,4
1,0
3,2
3,2
1,1
3,4
0,1
9,5
2,2
14,12
4,2
3,2
2,4
7,4
1,0
3,5
1,1
1,0
1,0
